Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Ceredigion,25/02/2020,0,0,0,0,0
Ceredigion,24/02/2020,0,0,0,0,0
Ceredigion,23/02/2020,0,0,0,0,0
Ceredigion,22/02/2020,0,0,0,0,0
Ceredigion,21/02/2020,0,0,0,0,0
Ceredigion,20/02/2020,0,0,0,0,0
Ceredigion,19/02/2020,0,0,0,0,0
Ceredigion,18/02/2020,0,0,0,0,0
Ceredigion,17/02/2020,0,0,0,0,0
Ceredigion,16/02/2020,0,0,0,0,0
Ceredigion,15/02/2020,0,0,0,0,0
Ceredigion,14/02/2020,0,0,0,0,0
Ceredigion,13/02/2020,0,0,0,0,0
Ceredigion,12/02/2020,0,0,0,0,0
Ceredigion,11/02/2020,0,0,0,0,0
Ceredigion,10/02/2020,0,0,0,0,0
Ceredigion,09/02/2020,0,0,0,0,0
Ceredigion,08/02/2020,0,0,0,0,0
Ceredigion,07/02/2020,0,0,0,0,0
Ceredigion,06/02/2020,0,0,0,0,0
Ceredigion,05/02/2020,0,0,0,0,0
Ceredigion,04/02/2020,0,0,0,0,0
Ceredigion,03/02/2020,0,0,0,0,0
Conwy,29/07/2020,0,716,610.9,0,10679
Conwy,28/07/2020,0,716,610.9,50,10679
Conwy,27/07/2020,0,716,610.9,124,10629
Conwy,26/07/2020,0,716,610.9,59,10505
Conwy,25/07/2020,1,716,610.9,61,10446
Conwy,24/07/2020,1,715,610.1,137,10385
Conwy,23/07/2020,2,714,609.2,184,10248
Conwy,22/07/2020,0,712,607.5,211,10064
Conwy,21/07/2020,1,712,607.5,180,9853
Conwy,20/07/2020,1,711,606.6,129,9673
Conwy,19/07/2020,1,710,605.8,67,9544
Conwy,18/07/2020,1,709,604.9,97,9477
Conwy,17/07/2020,1,708,604.1,146,9380
Conwy,16/07/2020,0,707,603.2,114,9234
Conwy,15/07/2020,0,707,603.2,101,9120
Conwy,14/07/2020,2,707,603.2,155,9019
Conwy,13/07/2020,4,705,601.5,98,8864
Conwy,12/07/2020,1,701,598.1,66,8766
Conwy,11/07/2020,3,700,597.3,58,8700
Conwy,10/07/2020,1,697,594.7,150,8642
Conwy,09/07/2020,3,696,593.8,125,8492
Conwy,08/07/2020,0,693,591.3,87,8367
Conwy,07/07/2020,1,693,591.3,124,8280
Conwy,06/07/2020,0,692,590.4,115,8156
Conwy,05/07/2020,0,692,590.4,74,8041
Conwy,04/07/2020,1,692,590.4,40,7967
Conwy,03/07/2020,0,691,589.6,70,7927
Conwy,02/07/2020,2,691,589.6,138,7857
Conwy,01/07/2020,0,689,587.9,92,7719
Conwy,30/06/2020,0,689,587.9,113,7627
Conwy,29/06/2020,2,689,587.9,137,7514
Conwy,28/06/2020,3,687,586.2,50,7377
Conwy,27/06/2020,3,684,583.6,55,7327
Conwy,26/06/2020,0,681,581,91,7272
Conwy,25/06/2020,4,681,581,74,7181
Conwy,24/06/2020,2,677,577.6,84,7107
Conwy,23/06/2020,6,675,575.9,154,7023
Conwy,22/06/2020,4,669,570.8,106,6869
Conwy,21/06/2020,0,665,567.4,69,6763
Conwy,20/06/2020,1,665,567.4,42,6694
Conwy,19/06/2020,7,664,566.5,106,6652
Conwy,18/06/2020,5,657,560.6,95,6546
Conwy,17/06/2020,2,652,556.3,135,6451
Conwy,16/06/2020,5,650,554.6,75,6316
Conwy,15/06/2020,7,645,550.3,66,6241
Conwy,14/06/2020,3,638,544.4,53,6175
Conwy,13/06/2020,4,635,541.8,70,6122
Conwy,12/06/2020,8,631,538.4,112,6052
Conwy,11/06/2020,3,623,531.6,125,5940
Conwy,10/06/2020,10,620,529,153,5815
Conwy,09/06/2020,6,610,520.5,78,5662
Conwy,08/06/2020,6,604,515.3,187,5584
Conwy,07/06/2020,1,598,510.2,114,5397
Conwy,06/06/2020,5,597,509.4,190,5283
Conwy,05/06/2020,3,592,505.1,276,5093
Conwy,04/06/2020,5,589,502.5,325,4817
Conwy,03/06/2020,3,584,498.3,186,4492
Conwy,02/06/2020,5,581,495.7,198,4306
Conwy,01/06/2020,5,576,491.5,230,4108
Conwy,31/05/2020,3,571,487.2,124,3878
Conwy,30/05/2020,8,568,484.6,140,3754
Conwy,29/05/2020,20,560,477.8,217,3614
Conwy,28/05/2020,6,540,460.7,76,3397
Conwy,27/05/2020,8,534,455.6,136,3321
Conwy,26/05/2020,14,526,448.8,202,3185
Conwy,25/05/2020,6,512,436.8,97,2983
Conwy,24/05/2020,2,506,431.7,76,2886
Conwy,23/05/2020,8,504,430,136,2810
Conwy,22/05/2020,14,496,423.2,167,2674
Conwy,21/05/2020,15,482,411.3,151,2507
Conwy,20/05/2020,13,467,398.5,161,2356
Conwy,19/05/2020,13,454,387.4,149,2195
Conwy,18/05/2020,5,441,376.3,74,2046
Conwy,17/05/2020,5,436,372,32,1972
Conwy,16/05/2020,11,431,367.7,76,1940
Conwy,15/05/2020,12,420,358.4,146,1864
Conwy,14/05/2020,14,408,348.1,55,1718
Conwy,13/05/2020,21,394,336.2,110,1663
Conwy,12/05/2020,14,373,318.3,71,1553
Conwy,11/05/2020,39,359,306.3,85,1482
Conwy,10/05/2020,2,320,273,20,1397
Conwy,09/05/2020,9,318,271.3,38,1377
Conwy,08/05/2020,6,309,263.6,76,1339
Conwy,07/05/2020,7,303,258.5,63,1263
Conwy,06/05/2020,10,296,252.6,55,1200
Conwy,05/05/2020,4,286,244,35,1145
Conwy,04/05/2020,12,282,240.6,70,1110
Conwy,03/05/2020,5,270,230.4,31,1040
Conwy,02/05/2020,3,265,226.1,33,1009
Conwy,01/05/2020,14,262,223.5,65,976
Conwy,30/04/2020,9,248,211.6,48,911
Conwy,29/04/2020,7,239,203.9,38,863
Conwy,28/04/2020,12,232,197.9,32,825
Conwy,27/04/2020,4,220,187.7,33,793
Conwy,26/04/2020,8,216,184.3,15,760
Conwy,25/04/2020,5,208,177.5,16,745
Conwy,24/04/2020,9,203,173.2,34,729
Conwy,23/04/2020,7,194,165.5,33,695
Conwy,22/04/2020,8,187,159.6,26,662
Conwy,21/04/2020,12,179,152.7,33,636
Conwy,20/04/2020,24,167,142.5,45,603
Conwy,19/04/2020,10,143,122,23,558
Conwy,18/04/2020,10,133,113.5,25,535
Conwy,17/04/2020,13,123,104.9,34,510
Conwy,16/04/2020,6,110,93.9,20,476
Conwy,15/04/2020,15,104,88.7,30,456
Conwy,14/04/2020,7,89,75.9,27,426
Conwy,13/04/2020,5,82,70,11,399
Conwy,12/04/2020,10,77,65.7,19,388
Conwy,11/04/2020,10,67,57.2,28,369
Conwy,10/04/2020,3,57,48.6,11,341
Conwy,09/04/2020,8,54,46.1,17,330
Conwy,08/04/2020,7,46,39.2,20,313
Conwy,07/04/2020,5,39,33.3,18,293
Conwy,06/04/2020,7,34,29,18,275
Conwy,05/04/2020,2,27,23,7,257
Conwy,04/04/2020,3,25,21.3,7,250
Conwy,03/04/2020,2,22,18.8,12,243
Conwy,02/04/2020,4,20,17.1,12,231
Conwy,01/04/2020,1,16,13.7,7,219
Conwy,31/03/2020,4,15,12.8,14,212
Conwy,30/03/2020,1,11,9.4,10,198
Conwy,29/03/2020,1,10,8.5,8,188
Conwy,28/03/2020,2,9,7.7,10,180
Conwy,27/03/2020,0,7,6,14,170
Conwy,26/03/2020,1,7,6,11,156
Conwy,25/03/2020,3,6,5.1,13,145
Conwy,24/03/2020,1,3,2.6,14,132
Conwy,23/03/2020,1,2,1.7,14,118
Conwy,22/03/2020,0,1,0.9,4,104
Conwy,21/03/2020,0,1,0.9,5,100
Conwy,20/03/2020,0,1,0.9,10,95
Conwy,19/03/2020,0,1,0.9,11,85
Conwy,18/03/2020,0,1,0.9,3,74
Conwy,17/03/2020,0,1,0.9,16,71
Conwy,16/03/2020,0,1,0.9,7,55
Conwy,15/03/2020,0,1,0.9,5,48
Conwy,14/03/2020,0,1,0.9,6,43
Conwy,13/03/2020,0,1,0.9,5,37
Conwy,12/03/2020,1,1,0.9,10,32
Conwy,11/03/2020,0,0,0,2,22
Conwy,10/03/2020,0,0,0,1,20
Conwy,09/03/2020,0,0,0,0,19
Conwy,08/03/2020,0,0,0,0,19
Conwy,07/03/2020,0,0,0,0,19
Conwy,06/03/2020,0,0,0,0,19
Conwy,05/03/2020,0,0,0,1,19
Conwy,04/03/2020,0,0,0,0,18
Conwy,03/03/2020,0,0,0,2,18
Conwy,02/03/2020,0,0,0,1,16
Conwy,01/03/2020,0,0,0,0,15
Conwy,29/02/2020,0,0,0,2,15
Conwy,28/02/2020,0,0,0,5,13
Conwy,27/02/2020,0,0,0,4,8
Conwy,26/02/2020,0,0,0,1,4
Conwy,25/02/2020,0,0,0,1,3
Conwy,24/02/2020,0,0,0,0,2
Conwy,23/02/2020,0,0,0,0,2
Conwy,22/02/2020,0,0,0,0,2
Conwy,21/02/2020,0,0,0,0,2
Conwy,20/02/2020,0,0,0,0,2
Conwy,19/02/2020,0,0,0,0,2
Conwy,18/02/2020,0,0,0,0,2
Conwy,17/02/2020,0,0,0,1,2
Conwy,16/02/2020,0,0,0,0,1
Conwy,15/02/2020,0,0,0,0,1
Conwy,14/02/2020,0,0,0,0,1
Conwy,13/02/2020,0,0,0,0,1
Conwy,12/02/2020,0,0,0,0,1
Conwy,11/02/2020,0,0,0,0,1
Conwy,10/02/2020,0,0,0,0,1
Conwy,09/02/2020,0,0,0,1,1
Conwy,08/02/2020,0,0,0,0,0
Conwy,07/02/2020,0,0,0,0,0
Conwy,06/02/2020,0,0,0,0,0
Conwy,05/02/2020,0,0,0,0,0
Conwy,04/02/2020,0,0,0,0,0
Conwy,03/02/2020,0,0,0,0,0
Denbighshire,29/07/2020,0,785,820.3,1,9964
Denbighshire,28/07/2020,0,785,820.3,43,9963
Denbighshire,27/07/2020,1,785,820.3,82,9920
Denbighshire,26/07/2020,2,784,819.3,42,9838
Denbighshire,25/07/2020,2,782,817.2,56,9796
Denbighshire,24/07/2020,1,780,815.1,93,9740
Denbighshire,23/07/2020,0,779,814,149,9647
Denbighshire,22/07/2020,1,779,814,146,9498
Denbighshire,21/07/2020,3,778,813,84,9352
Denbighshire,20/07/2020,1,775,809.9,113,9268
Denbighshire,19/07/2020,1,774,808.8,27,9155
Denbighshire,18/07/2020,0,773,807.8,40,9128
Denbighshire,17/07/2020,1,773,807.8,103,9088
Denbighshire,16/07/2020,2,772,806.7,150,8985
Denbighshire,15/07/2020,0,770,804.6,196,8835
Denbighshire,14/07/2020,1,770,804.6,79,8639
Denbighshire,13/07/2020,1,769,803.6,108,8560
Denbighshire,12/07/2020,0,768,802.5,39,8452
Denbighshire,11/07/2020,0,768,802.5,62,8413
Denbighshire,10/07/2020,1,768,802.5,78,8351
Denbighshire,09/07/2020,2,767,801.5,171,8273
Denbighshire,08/07/2020,1,765,799.4,141,8102
Denbighshire,07/07/2020,1,764,798.4,107,7961
Denbighshire,06/07/2020,0,763,797.3,151,7854
Denbighshire,05/07/2020,0,763,797.3,31,7703
Denbighshire,04/07/2020,0,763,797.3,35,7672
Denbighshire,03/07/2020,2,763,797.3,108,7637
Denbighshire,02/07/2020,0,761,795.2,233,7529
Denbighshire,01/07/2020,2,761,795.2,130,7296
Denbighshire,30/06/2020,4,759,793.1,130,7166
Denbighshire,29/06/2020,0,755,789,85,7036
Denbighshire,28/06/2020,1,755,789,28,6951
Denbighshire,27/06/2020,0,754,787.9,40,6923
Denbighshire,26/06/2020,1,754,787.9,59,6883
Denbighshire,25/06/2020,1,753,786.9,87,6824
Denbighshire,24/06/2020,1,752,785.8,65,6737
Denbighshire,23/06/2020,2,751,784.8,63,6672
Denbighshire,22/06/2020,0,749,782.7,82,6609
Denbighshire,21/06/2020,3,749,782.7,37,6527
Denbighshire,20/06/2020,2,746,779.6,40,6490
Denbighshire,19/06/2020,4,744,777.5,110,6450
Denbighshire,18/06/2020,4,740,773.3,76,6340
Denbighshire,17/06/2020,3,736,769.1,74,6264
Denbighshire,16/06/2020,3,733,766,70,6190
Denbighshire,15/06/2020,4,730,762.8,85,6120
Denbighshire,14/06/2020,0,726,758.7,52,6035
Denbighshire,13/06/2020,9,726,758.7,68,5983
Denbighshire,12/06/2020,2,717,749.2,107,5915
Denbighshire,11/06/2020,3,715,747.2,81,5808
Denbighshire,10/06/2020,7,712,744,149,5727
Denbighshire,09/06/2020,2,705,736.7,101,5578
Denbighshire,08/06/2020,6,703,734.6,133,5477
Denbighshire,07/06/2020,1,697,728.3,88,5344
Denbighshire,06/06/2020,5,696,727.3,114,5256
Denbighshire,05/06/2020,5,691,722.1,223,5142
Denbighshire,04/06/2020,8,686,716.9,269,4919
Denbighshire,03/06/2020,11,678,708.5,166,4650
Denbighshire,02/06/2020,7,667,697,141,4484
Denbighshire,01/06/2020,14,660,689.7,187,4343
Denbighshire,31/05/2020,7,646,675.1,122,4156
Denbighshire,30/05/2020,10,639,667.7,181,4034
Denbighshire,29/05/2020,13,629,657.3,171,3853
Denbighshire,28/05/2020,8,616,643.7,140,3682
Denbighshire,27/05/2020,19,608,635.3,206,3542
Denbighshire,26/05/2020,11,589,615.5,122,3336
Denbighshire,25/05/2020,13,578,604,106,3214
Denbighshire,24/05/2020,6,565,590.4,141,3108
Denbighshire,23/05/2020,2,559,584.1,110,2967
Denbighshire,22/05/2020,17,557,582.1,179,2857
Denbighshire,21/05/2020,20,540,564.3,204,2678
Denbighshire,20/05/2020,31,520,543.4,154,2474
Denbighshire,19/05/2020,17,489,511,109,2320
Denbighshire,18/05/2020,15,472,493.2,138,2211
Denbighshire,17/05/2020,7,457,477.6,65,2073
Denbighshire,16/05/2020,21,450,470.2,146,2008
Denbighshire,15/05/2020,17,429,448.3,116,1862
Denbighshire,14/05/2020,14,412,430.5,68,1746
Denbighshire,13/05/2020,10,398,415.9,80,1678
Denbighshire,12/05/2020,13,388,405.5,72,1598
Denbighshire,11/05/2020,12,375,391.9,81,1526
Denbighshire,10/05/2020,3,363,379.3,28,1445
Denbighshire,09/05/2020,5,360,376.2,26,1417
Denbighshire,08/05/2020,10,355,371,42,1391
Denbighshire,07/05/2020,13,345,360.5,78,1349
Denbighshire,06/05/2020,16,332,346.9,111,1271
Denbighshire,05/05/2020,11,316,330.2,59,1160
Denbighshire,04/05/2020,8,305,318.7,56,1101
Denbighshire,03/05/2020,5,297,310.4,18,1045
Denbighshire,02/05/2020,5,292,305.1,26,1027
Denbighshire,01/05/2020,4,287,299.9,57,1001
Denbighshire,30/04/2020,14,283,295.7,51,944
Denbighshire,29/04/2020,10,269,281.1,40,893
Denbighshire,28/04/2020,6,259,270.6,33,853
Denbighshire,27/04/2020,8,253,264.4,33,820
Denbighshire,26/04/2020,5,245,256,13,787
Denbighshire,25/04/2020,3,240,250.8,11,774
Denbighshire,24/04/2020,7,237,247.7,27,763
Denbighshire,23/04/2020,8,230,240.3,32,736
Denbighshire,22/04/2020,5,222,232,28,704
Denbighshire,21/04/2020,4,217,226.8,25,676
Denbighshire,20/04/2020,15,213,222.6,29,651
Denbighshire,19/04/2020,6,198,206.9,17,622
Denbighshire,18/04/2020,13,192,200.6,30,605
Denbighshire,17/04/2020,14,179,187.1,37,575
Denbighshire,16/04/2020,9,165,172.4,24,538
Denbighshire,15/04/2020,8,156,163,31,514
Denbighshire,14/04/2020,15,148,154.7,28,483
Denbighshire,13/04/2020,7,133,139,15,455
Denbighshire,12/04/2020,12,126,131.7,20,440
Denbighshire,11/04/2020,4,114,119.1,12,420
Denbighshire,10/04/2020,14,110,114.9,22,408
Denbighshire,09/04/2020,11,96,100.3,20,386
Denbighshire,08/04/2020,9,85,88.8,21,366
Denbighshire,07/04/2020,15,76,79.4,32,345
Denbighshire,06/04/2020,12,61,63.7,18,313
Denbighshire,05/04/2020,4,49,51.2,17,295
Denbighshire,04/04/2020,0,45,47,11,278
Denbighshire,03/04/2020,10,45,47,15,267
Denbighshire,02/04/2020,7,35,36.6,21,252
Denbighshire,01/04/2020,6,28,29.3,17,231
Denbighshire,31/03/2020,0,22,23,14,214
Denbighshire,30/03/2020,7,22,23,20,200
Denbighshire,29/03/2020,1,15,15.7,10,180
Denbighshire,28/03/2020,2,14,14.6,6,170
Denbighshire,27/03/2020,3,12,12.5,8,164
Denbighshire,26/03/2020,2,9,9.4,13,156
Denbighshire,25/03/2020,4,7,7.3,13,143
Denbighshire,24/03/2020,0,3,3.1,13,130
Denbighshire,23/03/2020,1,3,3.1,7,117
Denbighshire,22/03/2020,1,2,2.1,5,110
Denbighshire,21/03/2020,1,1,1,12,105
Denbighshire,20/03/2020,0,0,0,11,93
Denbighshire,19/03/2020,0,0,0,10,82
Denbighshire,18/03/2020,0,0,0,5,72
Denbighshire,17/03/2020,0,0,0,9,67
Denbighshire,16/03/2020,0,0,0,12,58
Denbighshire,15/03/2020,0,0,0,6,46
Denbighshire,14/03/2020,0,0,0,6,40
Denbighshire,13/03/2020,0,0,0,13,34
Denbighshire,12/03/2020,0,0,0,6,21
Denbighshire,11/03/2020,0,0,0,3,15
Denbighshire,10/03/2020,0,0,0,2,12
Denbighshire,09/03/2020,0,0,0,0,10
Denbighshire,08/03/2020,0,0,0,0,10
Denbighshire,07/03/2020,0,0,0,0,10
Denbighshire,06/03/2020,0,0,0,0,10
Denbighshire,05/03/2020,0,0,0,0,10
Denbighshire,04/03/2020,0,0,0,1,10
Denbighshire,03/03/2020,0,0,0,0,9
Denbighshire,02/03/2020,0,0,0,1,9
Denbighshire,01/03/2020,0,0,0,1,8
Denbighshire,29/02/2020,0,0,0,0,7
Denbighshire,28/02/2020,0,0,0,0,7
Denbighshire,27/02/2020,0,0,0,0,7
Denbighshire,26/02/2020,0,0,0,1,7
Denbighshire,25/02/2020,0,0,0,0,6
Denbighshire,24/02/2020,0,0,0,0,6
Denbighshire,23/02/2020,0,0,0,0,6
Denbighshire,22/02/2020,0,0,0,0,6
Denbighshire,21/02/2020,0,0,0,1,6
Denbighshire,20/02/2020,0,0,0,0,5
Denbighshire,19/02/2020,0,0,0,0,5
Denbighshire,18/02/2020,0,0,0,0,5
Denbighshire,17/02/2020,0,0,0,0,5
Denbighshire,16/02/2020,0,0,0,0,5
Denbighshire,15/02/2020,0,0,0,0,5
Denbighshire,14/02/2020,0,0,0,0,5
Denbighshire,13/02/2020,0,0,0,0,5
Denbighshire,12/02/2020,0,0,0,0,5
Denbighshire,11/02/2020,0,0,0,0,5
Denbighshire,10/02/2020,0,0,0,0,5
Denbighshire,09/02/2020,0,0,0,3,5
Denbighshire,08/02/2020,0,0,0,0,2
Denbighshire,07/02/2020,0,0,0,0,2
Denbighshire,06/02/2020,0,0,0,2,2
Denbighshire,05/02/2020,0,0,0,0,0
Denbighshire,04/02/2020,0,0,0,0,0
Denbighshire,03/02/2020,0,0,0,0,0
Flintshire,29/07/2020,0,716,458.7,0,10939
Flintshire,28/07/2020,0,716,458.7,22,10939
Flintshire,27/07/2020,0,716,458.7,144,10917
Flintshire,26/07/2020,7,716,458.7,116,10773
Flintshire,25/07/2020,7,709,454.2,115,10657
Flintshire,24/07/2020,2,702,449.7,170,10542
Flintshire,23/07/2020,6,700,448.4,240,10372
Flintshire,22/07/2020,1,694,444.6,210,10132
Flintshire,21/07/2020,5,693,443.9,144,9922
Flintshire,20/07/2020,6,688,440.7,173,9778
Flintshire,19/07/2020,2,682,436.9,49,9605
Flintshire,18/07/2020,1,680,435.6,50,9556
Flintshire,17/07/2020,3,679,435,146,9506
Flintshire,16/07/2020,5,676,433.1,212,9360
Flintshire,15/07/2020,1,671,429.9,124,9148
Flintshire,14/07/2020,4,670,429.2,121,9024
Flintshire,13/07/2020,1,666,426.6,114,8903
Flintshire,12/07/2020,1,665,426,57,8789
Flintshire,11/07/2020,2,664,425.4,68,8732
Flintshire,10/07/2020,2,662,424.1,96,8664
Flintshire,09/07/2020,2,660,422.8,172,8568
Flintshire,08/07/2020,1,658,421.5,179,8396
Flintshire,07/07/2020,3,657,420.9,143,8217
Flintshire,06/07/2020,2,654,419,137,8074
Flintshire,05/07/2020,0,652,417.7,83,7937
Flintshire,04/07/2020,2,652,417.7,83,7854
Flintshire,03/07/2020,1,650,416.4,133,7771
Flintshire,02/07/2020,3,649,415.8,136,7638
Flintshire,01/07/2020,2,646,413.8,145,7502
Flintshire,30/06/2020,1,644,412.6,124,7357
Flintshire,29/06/2020,2,643,411.9,110,7233
Flintshire,28/06/2020,1,641,410.6,47,7123
Flintshire,27/06/2020,1,640,410,92,7076
Flintshire,26/06/2020,2,639,409.4,137,6984
Flintshire,25/06/2020,2,637,408.1,112,6847
Flintshire,24/06/2020,4,635,406.8,97,6735
Flintshire,23/06/2020,4,631,404.2,115,6638
Flintshire,22/06/2020,3,627,401.7,103,6523
Flintshire,21/06/2020,1,624,399.7,60,6420
Flintshire,20/06/2020,3,623,399.1,69,6360
Flintshire,19/06/2020,8,620,397.2,129,6291
Flintshire,18/06/2020,4,612,392.1,87,6162
Flintshire,17/06/2020,5,608,389.5,69,6075
Flintshire,16/06/2020,6,603,386.3,112,6006
Flintshire,15/06/2020,1,597,382.4,124,5894
Flintshire,14/06/2020,5,596,381.8,56,5770
Flintshire,13/06/2020,3,591,378.6,70,5714
Flintshire,12/06/2020,1,588,376.7,135,5644
Flintshire,11/06/2020,4,587,376,117,5509
Flintshire,10/06/2020,6,583,373.5,115,5392
Flintshire,09/06/2020,4,577,369.6,74,5277
Flintshire,08/06/2020,6,573,367.1,111,5203
Flintshire,07/06/2020,3,567,363.2,91,5092
Flintshire,06/06/2020,1,564,361.3,105,5001
Flintshire,05/06/2020,4,563,360.7,274,4896
Flintshire,04/06/2020,4,559,358.1,292,4622
Flintshire,03/06/2020,5,555,355.5,259,4330
Flintshire,02/06/2020,6,550,352.3,180,4071
Flintshire,01/06/2020,3,544,348.5,131,3891
Flintshire,31/05/2020,1,541,346.6,39,3760
Flintshire,30/05/2020,4,540,345.9,53,3721
Flintshire,29/05/2020,4,536,343.4,68,3668
Flintshire,28/05/2020,7,532,340.8,205,3600
Flintshire,27/05/2020,3,525,336.3,111,3395
Flintshire,26/05/2020,2,522,334.4,96,3284
Flintshire,25/05/2020,3,520,333.1,73,3188
Flintshire,24/05/2020,6,517,331.2,64,3115
Flintshire,23/05/2020,13,511,327.4,185,3051
Flintshire,22/05/2020,14,498,319,221,2866
Flintshire,21/05/2020,8,484,310.1,141,2645
Flintshire,20/05/2020,7,476,304.9,71,2504
Flintshire,19/05/2020,9,469,300.4,151,2433
Flintshire,18/05/2020,8,460,294.7,73,2282
Flintshire,17/05/2020,8,452,289.6,113,2209
Flintshire,16/05/2020,2,444,284.4,51,2096
Flintshire,15/05/2020,14,442,283.2,100,2045
Flintshire,14/05/2020,12,428,274.2,87,1945
Flintshire,13/05/2020,9,416,266.5,83,1858
Flintshire,12/05/2020,9,407,260.7,64,1775
Flintshire,11/05/2020,7,398,255,98,1711
Flintshire,10/05/2020,4,391,250.5,25,1613
Flintshire,09/05/2020,37,387,247.9,181,1588
Flintshire,08/05/2020,7,350,224.2,55,1407
Flintshire,07/05/2020,3,343,219.7,37,1352
Flintshire,06/05/2020,5,340,217.8,67,1315
Flintshire,05/05/2020,9,335,214.6,63,1248
Flintshire,04/05/2020,23,326,208.8,60,1185
Flintshire,03/05/2020,2,303,194.1,43,1125
Flintshire,02/05/2020,29,301,192.8,78,1082
Flintshire,01/05/2020,19,272,174.2,100,1004
Flintshire,30/04/2020,11,253,162.1,71,904
Flintshire,29/04/2020,8,242,155,62,833
Flintshire,28/04/2020,3,234,149.9,27,771
Flintshire,27/04/2020,9,231,148,39,744
Flintshire,26/04/2020,3,222,142.2,18,705
Flintshire,25/04/2020,1,219,140.3,8,687
Flintshire,24/04/2020,5,218,139.7,22,679
Flintshire,23/04/2020,4,213,136.5,17,657
Flintshire,22/04/2020,4,209,133.9,28,640
Flintshire,21/04/2020,10,205,131.3,31,612
Flintshire,20/04/2020,14,195,124.9,30,581
Flintshire,19/04/2020,2,181,116,5,551
Flintshire,18/04/2020,5,179,114.7,9,546
Flintshire,17/04/2020,10,174,111.5,30,537
Flintshire,16/04/2020,9,164,105.1,19,507
Flintshire,15/04/2020,9,155,99.3,21,488
Flintshire,14/04/2020,12,146,93.5,20,467
Flintshire,13/04/2020,3,134,85.8,8,447
Flintshire,12/04/2020,5,131,83.9,11,439
Flintshire,11/04/2020,9,126,80.7,13,428
Flintshire,10/04/2020,7,117,75,17,415
Flintshire,09/04/2020,9,110,70.5,15,398
Flintshire,08/04/2020,10,101,64.7,19,383
Flintshire,07/04/2020,14,91,58.3,27,364
Flintshire,06/04/2020,9,77,49.3,25,337
Flintshire,05/04/2020,2,68,43.6,10,312
Flintshire,04/04/2020,6,66,42.3,16,302
Flintshire,03/04/2020,6,60,38.4,15,286
Flintshire,02/04/2020,8,54,34.6,16,271
Flintshire,01/04/2020,7,46,29.5,19,255
Flintshire,31/03/2020,8,39,25,27,236
Flintshire,30/03/2020,10,31,19.9,23,209
Flintshire,29/03/2020,2,21,13.5,6,186
Flintshire,28/03/2020,1,19,12.2,12,180
Flintshire,27/03/2020,3,18,11.5,10,168
Flintshire,26/03/2020,5,15,9.6,14,158
Flintshire,25/03/2020,4,10,6.4,10,144
Flintshire,24/03/2020,2,6,3.8,17,134
Flintshire,23/03/2020,0,4,2.6,13,117
Flintshire,22/03/2020,1,4,2.6,4,104
Flintshire,21/03/2020,2,3,1.9,10,100
Flintshire,20/03/2020,0,1,0.6,4,90
Flintshire,19/03/2020,0,1,0.6,6,86
Flintshire,18/03/2020,0,1,0.6,9,80
Flintshire,17/03/2020,0,1,0.6,11,71
Flintshire,16/03/2020,0,1,0.6,4,60
Flintshire,15/03/2020,0,1,0.6,5,56
Flintshire,14/03/2020,0,1,0.6,5,51
Flintshire,13/03/2020,0,1,0.6,9,46
Flintshire,12/03/2020,0,1,0.6,5,37
Flintshire,11/03/2020,0,1,0.6,9,32
Flintshire,10/03/2020,1,1,0.6,6,23
Flintshire,09/03/2020,0,0,0,0,17
Flintshire,08/03/2020,0,0,0,0,17
Flintshire,07/03/2020,0,0,0,0,17
Flintshire,06/03/2020,0,0,0,0,17
Flintshire,05/03/2020,0,0,0,1,17
Flintshire,04/03/2020,0,0,0,1,16
Flintshire,03/03/2020,0,0,0,2,15
Flintshire,02/03/2020,0,0,0,0,13
Flintshire,01/03/2020,0,0,0,4,13
Flintshire,29/02/2020,0,0,0,0,9
Flintshire,28/02/2020,0,0,0,4,9
Flintshire,27/02/2020,0,0,0,0,5
Flintshire,26/02/2020,0,0,0,1,5
Flintshire,25/02/2020,0,0,0,0,4
Flintshire,24/02/2020,0,0,0,0,4
Flintshire,23/02/2020,0,0,0,0,4
Flintshire,22/02/2020,0,0,0,0,4
Flintshire,21/02/2020,0,0,0,0,4
Flintshire,20/02/2020,0,0,0,0,4
Flintshire,19/02/2020,0,0,0,0,4
Flintshire,18/02/2020,0,0,0,0,4
Flintshire,17/02/2020,0,0,0,1,4
Flintshire,16/02/2020,0,0,0,0,3
Flintshire,15/02/2020,0,0,0,0,3
Flintshire,14/02/2020,0,0,0,0,3
Flintshire,13/02/2020,0,0,0,0,3
Flintshire,12/02/2020,0,0,0,0,3
Flintshire,11/02/2020,0,0,0,0,3
Flintshire,10/02/2020,0,0,0,0,3
Flintshire,09/02/2020,0,0,0,3,3
Flintshire,08/02/2020,0,0,0,0,0
Flintshire,07/02/2020,0,0,0,0,0
Flintshire,06/02/2020,0,0,0,0,0
Flintshire,05/02/2020,0,0,0,0,0
Flintshire,04/02/2020,0,0,0,0,0
Flintshire,03/02/2020,0,0,0,0,0
Gwynedd,29/07/2020,0,592,475.3,2,10055
Gwynedd,28/07/2020,0,592,475.3,28,10053
Gwynedd,27/07/2020,0,592,475.3,78,10025
